Car,Year,Price,Color,Fuel,Origin,License,Gear,Glass,Power,Meter,Passengers,Payment,Sale,Previous_owners,Additions
سكودا فابيا,2019,88000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,32000,4+1,إمكانية التقسيط,للبيع فقط,0,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
نيسان كشكاي,2014,68000,كحلي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,52000,6+1,نقدا فقط,للبيع فقط,يد اولا,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
فولكسفاجن كادي,2016,100000,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,,6+1,نقدا فقط,للبيع أو التبديل,1,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
مازدا 6,2016,100000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,95000,4+1,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف,إغلاق مركزي,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
بي ام دبليو 320,2007,67000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,إمكانية التقسيط,للبيع فقط,,"مُكيّف,إغلاق مركزي,جهاز إنذار,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
فولكسفاجن جولف,2008,45000,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,339900,4+1,نقدا فقط,للبيع أو التبديل,7,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
كيا برايد,2013,49000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,93000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف,إغلاق مركزي,مسجل,فتحة سقف,جنطات مغنيسيوم,وسادة حماية هوائية"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
فولكسفاجن بولو,2014,58999,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,150000,,نقدا فقط,للبيع فقط,1,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
جييب كومباس,2016,85000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,نقدا فقط,للبيع فقط,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
اودي A4,1997,27000,أخضر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,00000,4+1,إمكانية التقسيط,للبيع فقط,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
ميتسوبيشي كانتر,2010,100000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,147000,2+1,إمكانية التقسيط,للبيع فقط,,"مُكيّف,جهاز إنذار,مسجل,فرش جلد"
فولكسفاجن بولو,2009,36000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,170000,4+1,نقدا فقط,للبيع فقط,2,"مُكيّف,جنطات مغنيسيوم,فرش جلد"
مرسيدس فيانو,2010,64000,أبيض,ديزل,عمومي,فلسطينية,نصف اوتوماتيك,الكتروني,2200,000000,7+1,إمكانية التقسيط,للبيع أو التبديل,2,مسجل
فيات اونو,1987,7500,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1000,,4+1,نقدا فقط,للبيع فقط,,
تويوتا كورولا,1999,36000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,200,4+1,إمكانية التقسيط,للبيع أو التبديل,٦,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
فورد مونديو,2009,50000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2300,,5+1,إمكانية التقسيط,للبيع فقط,يد خامسة,"مُكيّف,إغلاق مركزي,جهاز إنذار,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
فولكسفاجن GTI,2006,75000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,إمكانية التقسيط,للبيع فقط,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
سوبارو عريض,1991,3800,أبيض,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,يدوي,1600,,,نقدا فقط,للبيع فقط,,مُكيّف
تويوتا لاند كروزر,2000,100000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,,6+1,نقدا فقط,للبيع فقط,3,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
سكودا اوكتافيا,2008,42000,فضي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,550000,4+1,نقدا فقط,للبيع فقط,٣,"مُكيّف,إغلاق مركزي,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
فورد موستانغ,2020,150000,أزرق,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2300,19000,3+1,نقدا فقط,للبيع أو التبديل,يد صفر,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
فولكسفاجن بولو,2008,30000,أزرق,بنزين,حكومي,فلسطينية,عادي,الكتروني,1400,200000,,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,وسادة حماية هوائية"
مرسيدس 412,1998,45000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,,2+1,نقدا فقط,للبيع فقط,,
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
سكودا اوكتافيا,2010,41000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,435675,4+1,نقدا فقط,للبيع فقط,2,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,وسادة حماية هوائية"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
اودي A4,1987,28000,أخضر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,90000,3+1,إمكانية التقسيط,للبيع فقط,يد ثانيه,"مُكيّف,إغلاق مركزي,مسجل,جنطات مغنيسيوم"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
فولكسفاجن باسات,2017,135000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,75000,4+1,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
فولكسفاجن بولو,2001,19000,أبيض,ديزل,عمومي,فلسطينية,عادي,يدوي,1900,1234,4+1,إمكانية التقسيط,للتبديل فقط,يد 3,
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
,,,,,,,,,,,,,,,"معرض السيارات,أسعار السيارات,حاسبة التأمين,التؤوريا"
هونداي افانتي,2005,37000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف,جنطات مغنيسيوم"
كيا سبورتاج,2014,88000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,75000,4+1,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
سيت قرطبة,2008,24500,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,0000,4+1,نقدا فقط,للبيع فقط,٥,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
بيجو 206,2008,28000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,0,4+1,نقدا فقط,للبيع فقط,2,"مُكيّف,مسجل"
مرسيدس E220,2017,245000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100000,4+1,نقدا فقط,للبيع فقط,1,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
هوندا سيفيك,2007,48000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,135000,4+1,نقدا فقط,للبيع فقط,2,"مُكيّف,جهاز إنذار,مسجل,جنطات مغنيسيوم"
فولكسفاجن كبينة,1982,35000,سكني,ديزل,خصوصي,فلسطينية,عادي,يدوي,2200,,4+1,نقدا فقط,للبيع فقط,,مسجل
سيت قرطبة,2002,16000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,,إمكانية التقسيط,للبيع فقط,,"إغلاق مركزي,مسجل,جنطات مغنيسيوم"
فولكسفاجن كادي,2012,66000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,6+1,نقدا فقط,للبيع فقط,,
اوبل 99,1999,12000,أحمر,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,5855558,4+1,إمكانية التقسيط,للبيع أو التبديل,10,"إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
هونداي الانترا,1999,18000,أسود,بنزين,عمومي,فلسطينية,عادي,الكتروني,1600,250000,4+1,إمكانية التقسيط,للبيع أو التبديل,3,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,وسادة حماية هوائية"
فورد فوكس,2015,52000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,90,4+1,نقدا فقط,للبيع أو التبديل,٣,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فرش جلد,وسادة حماية هوائية"
هونداي اكسنت,2019,83500,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,62000,4+1,نقدا فقط,للبيع فقط,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
سيت ليون,2016,80000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,91000,4+1,نقدا فقط,للبيع فقط,ثانيه,"مُكيّف,إغلاق مركزي,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
سكودا سوبيرب,2016,118000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,إمكانية التقسيط,للبيع فقط,يد اولى,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية"
بيجو بارتنر,2018,77000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,نقدا فقط,للبيع أو التبديل,0,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,وسادة حماية هوائية"
هونداي افانتي,2006,37000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,نقدا فقط,للبيع فقط,٤,
مازدا 6,1992,20000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,000,4+1,إمكانية التقسيط,للبيع فقط,3,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فرش جلد"
نيسان كشكاي,2013,65000,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,فتحة سقف,جنطات مغنيسيوم,وسادة حماية هوائية"
كيا بيكانتو,2018,55000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,35000,4+1,نقدا فقط,للبيع فقط,صفر,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم,فرش جلد"
مرسيدس 412,1999,45000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2300,00000,2+1,نقدا فقط,للبيع فقط,6,"مُكيّف,إغلاق مركزي,جهاز إنذار"
دراجة نارية بولاريس,2011,14000,زيتي,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,يدوي,500,31000,1+1,نقدا فقط,للبيع فقط,٣,فتحة سقف
سيت ابيزا,2017,56000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,90000,4+1,إمكانية التقسيط,للبيع فقط,١,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل,جنطات مغنيسيوم"
